"file","id_rec","group","id_probe","wave","wavename","volt","start","stop","dur","nextwave","prevwave"
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",18,2,"pathway","275",118.986833333333,139.767166666667,20.7803333333333,1,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",19,1,"non probing","7",139.767166666667,140.333833333333,0.566666666666663,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",20,2,"pathway","122",140.333833333333,140.823333333333,0.489499999999992,6,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",21,6,"penetration difficulties","524",140.823333333333,151.539333333333,10.716,1,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",22,1,"non probing","6",151.539333333333,153.667333333333,2.12800000000001,2,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",23,2,"pathway","1323",153.667333333333,154.549166666667,0.881833333333333,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",24,1,"non probing","79",154.549166666667,161.2205,6.67133333333331,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",25,2,"pathway","237",161.2205,179.243666666667,18.0231666666667,4,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",26,4,"salivation phloem","667",179.243666666667,180.0285,0.784833333333296,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",27,5,"phloem feeding","836",180.0285,183.652666666667,3.6241666666667,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",28,2,"pathway","3152",183.652666666667,191.095666666667,7.44299999999998,4,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",29,4,"salivation phloem","212",191.095666666667,192.338,1.24233333333336,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",30,5,"phloem feeding","-323",192.338,199.7965,7.45849999999999,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",31,2,"pathway","2582",199.7965,215.280666666667,15.4841666666667,4,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",32,4,"salivation phloem","121",215.280666666667,215.718166666667,0.4375,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",33,2,"pathway","5931",215.718166666667,225.126166666667,9.40799999999999,6,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",34,6,"penetration difficulties","3698",225.126166666667,228.360833333333,3.23466666666667,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",35,2,"pathway","5664",228.360833333333,239.281833333333,10.921,4,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",36,4,"salivation phloem","1125",239.281833333333,239.5825,0.300666666666672,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",37,5,"phloem feeding","1835",239.5825,432.822166666667,193.239666666667,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",38,2,"pathway","4119",432.822166666667,445.835,13.0128333333333,1,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",39,1,"non probing","57",445.835,447.137833333333,1.30283333333335,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",40,2,"pathway","3525",447.137833333333,449.952666666667,2.81483333333335,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",41,1,"non probing","67",449.952666666667,450.658833333333,0.706166666666604,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",42,2,"pathway","7133",450.658833333333,451.129,0.470166666666728,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",43,1,"non probing","66",451.129,451.5185,0.389499999999998,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",44,2,"pathway","7135",451.5185,469.607,18.0885,4,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",45,4,"salivation phloem","2209",469.607,470.302666666667,0.695666666666682,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",46,5,"phloem feeding","2440",470.302666666667,477.299,6.99633333333333,2,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",47,2,"pathway","4374",477.299,479.859166666667,2.5601666666667,4,5
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",48,4,"salivation phloem","2828",479.859166666667,479.9965,0.137333333333345,5,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA",1,"Riv_Ctr",49,5,"phloem feeding","2294",479.9965,480,0.00349999999997408,0,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",2,1,"non probing",NA,0,0.4895,0.4895,1,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",3,1,"non probing","-31",0.4895,1.07166666666667,0.582166666666666,2,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",4,2,"pathway","125",1.07166666666667,3.14533333333333,2.07366666666667,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",5,1,"non probing","6",3.14533333333333,4.95666666666667,1.81133333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",6,2,"pathway","1156",4.95666666666667,5.7295,0.772833333333334,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",7,1,"non probing","-23",5.7295,11.3126666666667,5.58316666666667,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",8,2,"pathway","2153",11.3126666666667,11.6303333333333,0.317666666666668,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",9,1,"non probing","-27",11.6303333333333,12.334,0.703666666666665,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",10,2,"pathway","2421",12.334,14.3261666666667,1.99216666666667,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",11,1,"non probing","-29",14.3261666666667,15.233,0.906833333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",12,2,"pathway","1509",15.233,32.9548333333333,17.7218333333333,6,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",13,6,"penetration difficulties","2002",32.9548333333333,34.458,1.50316666666667,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",14,2,"pathway","1543",34.458,35.0388333333333,0.580833333333331,6,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",15,6,"penetration difficulties","2085",35.0388333333333,164.022666666667,128.983833333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",16,2,"pathway","2262",164.022666666667,165.832666666667,1.80999999999997,6,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",17,6,"penetration difficulties","2389",165.832666666667,166.807166666667,0.974500000000006,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",18,2,"pathway","1624",166.807166666667,171.642333333333,4.83516666666668,1,6
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",19,1,"non probing","-28",171.642333333333,176.464666666667,4.82233333333332,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",20,2,"pathway","5266",176.464666666667,188.394,11.9293333333333,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",21,1,"non probing","-18",188.394,188.8445,0.450500000000034,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",22,2,"pathway","4224",188.8445,193.130666666667,4.28616666666665,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",23,1,"non probing","-24",193.130666666667,197.280166666667,4.14949999999999,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",24,2,"pathway","3688",197.280166666667,206.22,8.93983333333335,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",25,1,"non probing","-21",206.22,207.132833333333,0.91283333333331,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",26,2,"pathway","4646",207.132833333333,207.388833333333,0.256000000000029,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",27,1,"non probing","-34",207.388833333333,207.705333333333,0.316499999999991,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",28,2,"pathway","1395",207.705333333333,208.059833333333,0.354500000000002,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",29,1,"non probing","-18",208.059833333333,208.247166666667,0.187333333333328,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",30,2,"pathway","1415",208.247166666667,215.746833333333,7.49966666666666,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",31,1,"non probing","-18",215.746833333333,216.361333333333,0.614500000000021,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",32,2,"pathway","4325",216.361333333333,217.348333333333,0.986999999999995,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",33,1,"non probing","-23",217.348333333333,218.105166666667,0.756833333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",34,2,"pathway","2257",218.105166666667,218.504,0.398833333333329,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",35,1,"non probing","-21",218.504,218.978833333333,0.474833333333322,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",36,2,"pathway","2745",218.978833333333,219.323166666667,0.344333333333338,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",37,1,"non probing","-21",219.323166666667,220.004166666667,0.681000000000012,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",38,2,"pathway","1320",220.004166666667,220.295166666667,0.290999999999997,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",39,1,"non probing","-26",220.295166666667,222.810833333333,2.51566666666668,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",40,2,"pathway","5321",222.810833333333,247.597833333333,24.787,7,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",41,7,"xylem ingestion","1108",247.597833333333,267.989166666667,20.3913333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",42,2,"pathway","1436",267.989166666667,270.956,2.96683333333334,1,7
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",43,1,"non probing","-16",270.956,273.430333333333,2.47433333333333,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",44,2,"pathway","4915",273.430333333333,274.202166666667,0.771833333333348,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",45,1,"non probing","-32",274.202166666667,275.573666666667,1.37149999999991,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",46,2,"pathway","1563",275.573666666667,275.648333333333,0.0746666666667579,1,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",47,1,"non probing","-22",275.648333333333,275.792833333333,0.144499999999937,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",48,2,"pathway","3965",275.792833333333,286.126333333333,10.3335000000001,4,1
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",49,4,"salivation phloem","-1218",286.126333333333,287.804833333333,1.67849999999999,2,2
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",50,2,"pathway","1704",287.804833333333,292.427666666667,4.62283333333329,4,4
"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA",2,"Riv_Ctr",51,4,"salivation phloem","-734",292.427666666667,293.457833333333,1.03016666666667,2,2
