"id_rec","file","group","hour","wave","wavename","perc","num","mean"
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,1,"non probing",15.61,3,5.20333333333333
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,2,"pathway",32.3241666666667,3,10.7747222222222
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,4,"salivation phloem",1.26055555555553,1,1.26055555555553
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,6,"penetration difficulties",17.86,1,17.86
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,5,"phloem feeding",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",3,55,"55",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,1,"non probing",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,2,"pathway",72.0936111111111,4,18.0234027777778
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,4,"salivation phloem",3.30083333333339,3,1.1002777777778
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,6,"penetration difficulties",5.39111111111112,1,5.39111111111112
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,5,"phloem feeding",19.1669444444445,3,6.38898148148148
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",4,55,"55",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,1,"non probing",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,2,"pathway",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,4,"salivation phloem",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,6,"penetration difficulties",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,5,"phloem feeding",100,1,100
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",5,55,"55",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,1,"non probing",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,2,"pathway",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,4,"salivation phloem",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,6,"penetration difficulties",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,5,"phloem feeding",100,1,100
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",6,55,"55",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,1,"non probing",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,2,"pathway",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,4,"salivation phloem",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,6,"penetration difficulties",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,5,"phloem feeding",100,1,100
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",7,55,"55",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,1,"non probing",3.99749999999993,3,1.33249999999998
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,2,"pathway",61.5775,5,12.3155
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,4,"salivation phloem",1.38833333333338,2,0.694166666666689
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,6,"penetration difficulties",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,5,"phloem feeding",11.6663888888888,2,5.83319444444442
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,7,"xylem ingestion",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,3,"3",0,0,NA
1,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/8_syst1_psfRivera-ch2_.ANA","Riv_Ctr",8,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,1,"non probing",16.7944444444444,6,2.79907407407407
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,2,"pathway",39.0983333333333,6,6.51638888888889
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,4,"salivation phloem",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,6,"penetration difficulties",44.1072222222222,2,22.0536111111111
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,5,"phloem feeding",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,7,"xylem ingestion",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",1,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,1,"non probing",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,2,"pathway",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,4,"salivation phloem",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,6,"penetration difficulties",100,1,100
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,5,"phloem feeding",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,7,"xylem ingestion",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",2,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,1,"non probing",8.0372222222222,1,8.0372222222222
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,2,"pathway",16.9675,3,5.65583333333333
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,4,"salivation phloem",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,6,"penetration difficulties",1.62416666666668,1,1.62416666666668
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,5,"phloem feeding",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,7,"xylem ingestion",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",3,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,1,"non probing",18.4325,10,1.84325
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,2,"pathway",67.5775,10,6.75775
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,4,"salivation phloem",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,6,"penetration difficulties",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,5,"phloem feeding",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,7,"xylem ingestion",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",4,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,1,"non probing",6.65055555555531,3,2.21685185185177
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,2,"pathway",42.1863888888891,6,7.03106481481486
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,4,"salivation phloem",4.51444444444443,2,2.25722222222222
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,6,"penetration difficulties",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,5,"phloem feeding",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,7,"xylem ingestion",33.9855555555556,1,33.9855555555556
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",5,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,1,"non probing",0.778611111111047,2,0.389305555555524
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,2,"pathway",81.8811111111111,2,40.9405555555556
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,4,"salivation phloem",1.70777777777782,1,1.70777777777782
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,6,"penetration difficulties",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,5,"phloem feeding",0.430555555555543,1,0.430555555555543
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,7,"xylem ingestion",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,3,"3",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",6,55,"55",0,0,NA
2,"C:\Users\piete\OneDrive - Wageningen University & Research\Documenten\EPG Experiments DATA\Annotations\Succesfull_8_hour_annotations\Riv_Ctr/7_syst3_psfRivera-ch5_.ANA","Riv_Ctr",7,1,"non probing",0,0,NA
