"file","id_rec","group","id_probe","wave","wavename","volt","start","stop","dur","nextwave","prevwave"
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",13,2,"pathway","593",45.6396666666667,51.845,6.20533333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",14,4,"salivation phloem","-2192",51.845,53.5376666666667,1.69266666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",15,2,"pathway","1135",53.5376666666667,56.9058333333333,3.36816666666666,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",16,4,"salivation phloem","-2239",56.9058333333333,58.4088333333333,1.503,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",17,2,"pathway","619",58.4088333333333,62.8293333333333,4.4205,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",18,1,"non probing","-23",62.8293333333333,63.8595,1.03016666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",19,2,"pathway","446",63.8595,71.0065,7.147,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",20,1,"non probing","-34",71.0065,71.6963333333333,0.689833333333326,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",21,2,"pathway","2830",71.6963333333333,87.9353333333333,16.239,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",22,1,"non probing","-12",87.9353333333333,88.6311666666667,0.695833333333326,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",23,2,"pathway","3304",88.6311666666667,96.924,8.29283333333333,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",24,1,"non probing","-16",96.924,97.9161666666667,0.992166666666677,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",25,2,"pathway","1761",97.9161666666667,112.015166666667,14.099,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",26,4,"salivation phloem","-2140",112.015166666667,113.772,1.75683333333333,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",27,5,"phloem feeding","-1978",113.772,116.264833333333,2.49283333333335,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",28,4,"salivation phloem","-1926",116.264833333333,117.088666666667,0.823833333333326,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",29,5,"phloem feeding","-1919",117.088666666667,117.712166666667,0.623499999999993,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",30,4,"salivation phloem","-1857",117.712166666667,118.085666666667,0.373500000000007,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",31,5,"phloem feeding","-1912",118.085666666667,128.1875,10.1018333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",32,4,"salivation phloem","-1917",128.1875,128.2705,0.0829999999999984,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",33,5,"phloem feeding","-1869",128.2705,128.376,0.105500000000006,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",34,4,"salivation phloem","-1924",128.376,128.770666666667,0.394666666666666,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",35,5,"phloem feeding","-1923",128.770666666667,207.2155,78.4448333333333,2,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",36,2,"pathway","789",207.2155,214.8985,7.68299999999999,4,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",37,4,"salivation phloem","-1429",214.8985,215.391666666667,0.493166666666696,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",38,5,"phloem feeding","-1901",215.391666666667,222.438833333333,7.04716666666664,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",39,4,"salivation phloem","-1560",222.438833333333,222.568166666667,0.129333333333335,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",40,5,"phloem feeding","-1543",222.568166666667,299.38,76.8118333333333,2,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",41,2,"pathway","1050",299.38,313.1125,13.7325,4,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",42,4,"salivation phloem","-1205",313.1125,313.691,0.578499999999963,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",43,5,"phloem feeding","-1193",313.691,314.1485,0.457500000000039,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",44,4,"salivation phloem","-1005",314.1485,316.013166666667,1.86466666666666,5,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",45,5,"phloem feeding","-1283",316.013166666667,342.135666666667,26.1225,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",46,4,"salivation phloem","-1300",342.135666666667,342.343166666667,0.207499999999982,2,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",47,2,"pathway","724",342.343166666667,349.8515,7.50833333333333,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",48,1,"non probing","-4",349.8515,352.0575,2.20600000000002,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",49,2,"pathway","487",352.0575,356.1775,4.12,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",50,1,"non probing","-34",356.1775,357.111833333333,0.934333333333313,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",51,2,"pathway","1235",357.111833333333,357.812833333333,0.701000000000022,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",52,1,"non probing","-20",357.812833333333,358.652333333333,0.839499999999987,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",53,2,"pathway","2561",358.652333333333,387.814333333333,29.162,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst3_psfRivera-ch4_.ANA",1,"Riv_SA",54,1,"non probing","-39",387.814333333333,480,92.1856666666666,0,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",2,1,"non probing",NA,0,1.18283333333333,1.18283333333333,2,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",3,2,"pathway","6575",1.18283333333333,11.8138333333333,10.631,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",4,4,"salivation phloem","-1262",11.8138333333333,12.7195,0.905666666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",5,2,"pathway","-968",12.7195,15.4251666666667,2.70566666666667,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",6,1,"non probing","-104",15.4251666666667,15.8591666666667,0.433999999999999,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",7,2,"pathway","461",15.8591666666667,45.7201666666667,29.861,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",8,4,"salivation phloem","-3060",45.7201666666667,46.876,1.15583333333333,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",9,5,"phloem feeding","-4008",46.876,48.1206666666667,1.24466666666667,2,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",10,2,"pathway","-1127",48.1206666666667,55.0391666666667,6.9185,4,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",11,4,"salivation phloem","-3177",55.0391666666667,57.1278333333333,2.08866666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",12,2,"pathway","-1086",57.1278333333333,60.8831666666667,3.75533333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",13,4,"salivation phloem","-3282",60.8831666666667,62.404,1.52083333333334,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",14,2,"pathway","-424",62.404,73.8246666666667,11.4206666666667,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",15,1,"non probing","-56",73.8246666666667,75.0206666666667,1.196,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",16,2,"pathway","-255",75.0206666666667,85.5905,10.5698333333333,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",17,1,"non probing","-55",85.5905,86.3005,0.709999999999994,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",18,2,"pathway","-643",86.3005,155.5175,69.217,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",19,1,"non probing","-151",155.5175,167.992666666667,12.4751666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",20,2,"pathway","-355",167.992666666667,196.0275,28.0348333333334,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",21,1,"non probing","-32",196.0275,210.782166666667,14.7546666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",22,2,"pathway","664",210.782166666667,242.807833333333,32.0256666666666,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",23,1,"non probing","-275",242.807833333333,243.477666666667,0.669833333333344,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",24,2,"pathway","3967",243.477666666667,253.113333333333,9.63566666666665,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",25,1,"non probing","-295",253.113333333333,253.954833333333,0.841500000000025,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",26,2,"pathway","2852",253.954833333333,263.002,9.04716666666667,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",27,1,"non probing","-300",263.002,263.553166666667,0.551166666666688,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",28,2,"pathway","1367",263.553166666667,264.301166666667,0.74799999999999,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",29,1,"non probing","-305",264.301166666667,264.591666666667,0.290499999999952,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",30,2,"pathway","1085",264.591666666667,271.913166666667,7.32150000000001,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",31,1,"non probing","-355",271.913166666667,275.0455,3.13233333333335,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",32,2,"pathway","1023",275.0455,275.135,0.0894999999999868,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",33,1,"non probing","-334",275.135,277.165666666667,2.03066666666666,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",34,2,"pathway","1344",277.165666666667,277.406166666667,0.240499999999997,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",35,1,"non probing","-344",277.406166666667,277.811666666667,0.405500000000018,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",36,2,"pathway","4324",277.811666666667,297.374333333333,19.5626666666666,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",37,1,"non probing","-339",297.374333333333,299.119666666667,1.74533333333335,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",38,2,"pathway","2458",299.119666666667,299.252,0.132333333333349,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",39,1,"non probing","-344",299.252,301.065666666667,1.81366666666662,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",40,2,"pathway","5155",301.065666666667,313.310166666667,12.2445000000001,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",41,4,"salivation phloem","-327",313.310166666667,313.892333333333,0.582166666666637,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",42,2,"pathway","1995",313.892333333333,315.858833333333,1.9665,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",43,1,"non probing","-469",315.858833333333,316.6045,0.745666666666693,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",44,2,"pathway","2399",316.6045,354.372,37.7675,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",45,4,"salivation phloem","-1449",354.372,356.672833333333,2.30083333333329,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",46,5,"phloem feeding","-1139",356.672833333333,358.038333333333,1.3655,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",47,4,"salivation phloem","-1271",358.038333333333,359.057833333333,1.01950000000005,2,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",48,2,"pathway","1792",359.057833333333,412.711166666667,53.6533333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",49,4,"salivation phloem","-1432",412.711166666667,413.573,0.861833333333379,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",50,5,"phloem feeding","-1615",413.573,414.697833333333,1.1248333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",51,4,"salivation phloem","-1316",414.697833333333,414.841333333333,0.143500000000017,2,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",52,2,"pathway","1759",414.841333333333,431.613,16.7716666666666,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",53,1,"non probing","-378",431.613,432.924,1.31099999999998,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",54,2,"pathway","1440",432.924,438.631,5.70700000000005,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",55,1,"non probing","-366",438.631,439.4655,0.834499999999991,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",56,2,"pathway","4380",439.4655,444.064,4.5985,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",57,1,"non probing","-363",444.064,444.836,0.771999999999991,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",58,2,"pathway","3993",444.836,450.929,6.09300000000002,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",59,1,"non probing","-294",450.929,451.955666666667,1.02666666666664,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",60,2,"pathway","2748",451.955666666667,452.316,0.360333333333301,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",61,1,"non probing","-305",452.316,452.7895,0.473500000000001,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",62,2,"pathway","1113",452.7895,474.712166666667,21.9226666666667,1,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",63,1,"non probing","-315",474.712166666667,477.608333333333,2.89616666666672,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/8_syst1_psfRivera-ch1_.ANA",2,"Riv_SA",64,2,"pathway","3878",477.608333333333,480,2.39166666666665,0,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",2,1,"non probing",NA,0,65.8333333333333,65.8333333333333,2,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",3,2,"pathway","2277",65.8333333333333,69.054,3.22066666666667,6,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",4,6,"penetration difficulties","635",69.054,99.1306666666667,30.0766666666667,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",5,2,"pathway","543",99.1306666666667,103.5015,4.37083333333334,6,6
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",6,6,"penetration difficulties","382",103.5015,121.5375,18.036,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",7,2,"pathway","704",121.5375,139.714833333333,18.1773333333333,1,6
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",8,1,"non probing","-28",139.714833333333,140.836166666667,1.12133333333333,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",9,2,"pathway","2224",140.836166666667,178.322166666667,37.486,4,1
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",10,4,"salivation phloem","-1881",178.322166666667,179.205333333333,0.883166666666654,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",11,5,"phloem feeding","-1857",179.205333333333,198.096333333333,18.891,2,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",12,2,"pathway","929",198.096333333333,200.360333333333,2.26400000000001,4,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",13,4,"salivation phloem","-1964",200.360333333333,201.0195,0.659166666666636,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",14,5,"phloem feeding","-1610",201.0195,224.071833333333,23.0523333333333,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",15,4,"salivation phloem","-1469",224.071833333333,224.533,0.461166666666657,2,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",16,2,"pathway","1125",224.533,234.399833333333,9.86683333333335,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",17,4,"salivation phloem","-1586",234.399833333333,235.319666666667,0.919833333333344,5,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",18,5,"phloem feeding","-1385",235.319666666667,237.603166666667,2.2835,4,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",19,4,"salivation phloem","-750",237.603166666667,241.676166666667,4.07299999999998,2,5
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",20,2,"pathway","1721",241.676166666667,241.957833333333,0.281666666666666,1,4
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",21,1,"non probing","-21",241.957833333333,244.6115,2.65366666666668,2,2
"C:\RProjects\stressbiome\epg_data\Raw_data\Riv_SA/7_syst3_psfRivera-ch4_.ANA",3,"Riv_SA",22,2,"pathway","3350",244.6115,247.865833333333,3.25433333333334,1,1
